,Unnamed: 0,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,filing_date,costsandexpenses,cash,notespayable,preferredstockvalue,depreciation,operatingexpenses,revenues,land,accountsreceivablenet,deferredrevenue,grossprofit,sharesissued,accruedincometaxes,sharesoutstanding,borrowedfunds,inventorygross,commercialpaper,dividends,commonstocknoparvalue,costofservices,debtcurrent,accruedinsurancecurrent,officerscompensation,intangibleassetscurrent,salariesandwages,interestanddebtexpense,convertibledebt,assetmanagementcosts,accountsreceivablegross,directoperatingcosts,operatingcycle,stock,price
28,28,1000.0,10241000000.0,1307000000.0,342000000.0,,26780000000.0,-7987000000.0,0.5,-2139000000.0,,,2013-10-17,18137000000.0,480000000.0,224000000.0,3329000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAL,21.0
29,29,1000.0,9635000000.0,1507000000.0,341000000.0,,26216000000.0,-7987000000.0,-5.67,-241000000.0,,,2013-07-18,5960000000.0,480000000.0,224000000.0,3329000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAL,18.42
30,30,1000.0,7525000000.0,1440000000.0,341000000.0,,23852000000.0,-7987000000.0,-1.02,-1660000000.0,,,2013-04-18,6126000000.0,480000000.0,224000000.0,3329000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAL,16.1
31,31,341232637.0,6757000000.0,1244000000.0,341000000.0,,23510000000.0,339000000.0,-0.85,-1095000000.0,,,2013-02-20,21862000000.0,480000000.0,224000000.0,3329000000.0,954000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,AAL,13.33
66,66,2343213.0,47470000.0,,24000.0,344825000.0,105815000.0,3521000.0,-1.09,-2557000.0,-46000.0,,2013-10-22,,,,248824000.0,285000.0,8602000.0,19585000.0,478000.0,,,,,,,,,,,,,,,,,,,,,,,,AAMC,
67,67,2343213.0,47470000.0,,23000.0,3347000.0,105815000.0,3927000.0,-0.64,-2339000.0,-46000.0,,2013-07-23,,,,248824000.0,285000.0,8688000.0,10399000.0,478000.0,,,,,,,,,,,,,,,,,,,,,,,,AAMC,
68,68,2343213.0,47470000.0,,23000.0,14968000.0,118239000.0,4970000.0,-0.36,-886000.0,-46000.0,,2013-05-09,,,,248824000.0,285000.0,3474000.0,1515000.0,478000.0,,,,,,,,,,,,,,,,,,,,,,,,AAMC,
95,95,22400894.0,,,22401000.0,220665000.0,317695000.0,106436000.0,0.05,1084000.0,,,2013-11-13,,,,65000.0,,,10482000.0,,,,,,,,,,,,,,,,,,,,,,,,,AAME,
96,96,22400894.0,,,22401000.0,214441000.0,320177000.0,-649000.0,0.03,1084000.0,,,2013-08-13,,,,70000.0,,,209000.0,,,,,,,,,,,,,,,,,,,,,,,,,AAME,
97,97,22400894.0,,,22401000.0,214441000.0,320177000.0,95918000.0,0.07,1084000.0,,,2013-05-14,,,,70000.0,,,206000.0,,,,,,,,,,,,,,,,,,,,,,,,,AAME,
98,98,22400894.0,,,22401000.0,48523000.0,144800000.0,96277000.0,0.13,3290000.0,,,2013-03-27,,,,70000.0,,,12101000.0,,,,,,,,,,,,,,,,,,,,,,,,,AAME,
128,128,90752123.0,,,45376000.0,676803000.0,1812929000.0,1136126000.0,1.29,28941000.0,,,2013-11-01,509260000.0,,,,53100000.0,764135000.0,,25285000.0,49102000.0,3800000.0,282276000.0,,,,,,,,,,,,,,,,,,,,,AAN,
129,129,90752123000.0,,,45376000.0,676803000.0,1812929000.0,1136126000.0,1.42,76854000.0,,,2013-08-02,479259000.0,,,,53100000.0,251924000.0,,25285000.0,49102000.0,3800000.0,282276000.0,,,,,,,,,,,,,,,,,,,,,AAN,
130,130,90752123.0,,,45376000.0,676803000.0,1812929000.0,1136126000.0,0.94,71226000.0,,,2013-05-03,470177000.0,,,,53100000.0,234910000.0,,25285000.0,7840000.0,3800000.0,282276000.0,,,,,,,,,,,,,,,,,,,,,AAN,
131,131,90752123.0,,,45376000.0,676803000.0,1812929000.0,-69000.0,0.48,36632000.0,,,2013-02-22,1942882000.0,,,,53100000.0,952262000.0,,25285000.0,7840000.0,3800000.0,263278000.0,,,,,,,,,,,,,,,,,,,,,AAN,
164,164,266000.0,39246000.0,6913000.0,1074000.0,34740000.0,65748000.0,31008000.0,-3.76,-997000.0,-997000.0,31074000.0,2013-11-14,,,,,900000.0,13638000.0,4600000.0,733000.0,,,13485000.0,,4113000.0,12644000.0,398000.0,,,,,,,,,,,,,,,,,AAOI,
187,187,36709890.0,109121000.0,13047000.0,147000.0,,220138000.0,,0.16,19871000.0,,59667000.0,2013-11-07,,,,,9349000.0,,,1353000.0,,1006000.0,69604000.0,,,36777000.0,,34187000.0,,,,,,,,,,,,,,,,AAON,
188,188,36754988.0,91546000.0,13047000.0,147000.0,,221214000.0,,0.33,19259000.0,,63565000.0,2013-08-08,,,,,6747000.0,,,1340000.0,,1006000.0,42988000.0,,,36755000.0,,34668000.0,,,,,,,,,,,,,,,,AAON,
189,189,24517749.0,91546000.0,13047000.0,98000.0,,193493000.0,,0.19,7140000.0,,51439000.0,2013-05-09,,,,,3394000.0,,,1340000.0,,1006000.0,13518000.0,,,24510000.0,,32977000.0,,,,,,,,,,,,,,,,AAON,
190,190,24618324.0,84387000.0,14118000.0,98000.0,,178981000.0,,0.31,13986000.0,,189364000.0,2013-03-14,,,,,9886000.0,,,1340000.0,,1006000.0,18729000.0,,,24758000.0,,35248000.0,,,,,,,,,,,,,,,,AAON,
219,219,939208000.0,57653000000.0,21175000000.0,16422000000.0,57854000000.0,176064000000.0,499000000.0,14.03,13064000000.0,,,2013-10-30,,,,,,13421000000.0,,,,,20703000000.0,,,,,,6308000000.0,12803000000.0,,,,,,,,,,,,,,AAPL,74.9851
220,220,939208000.0,57653000000.0,21175000000.0,16422000000.0,57854000000.0,176064000000.0,118210000000.0,7.51,6900000000.0,,,2013-07-24,,,,,,3823000000.0,,,,,13024000000.0,,,,,,6308000000.0,12803000000.0,,,,,,,,,,,,,,AAPL,62.9299
221,221,939208000.0,57653000000.0,21175000000.0,16422000000.0,57854000000.0,176064000000.0,118210000000.0,10.16,9547000000.0,,,2013-04-24,,,,,,3791000000.0,,,,,16349000000.0,,,,,,6308000000.0,12803000000.0,,,,,,,,,,,,,,AAPL,57.9231
222,222,939208000.0,57653000000.0,21175000000.0,16422000000.0,57854000000.0,176064000000.0,118210000000.0,14.03,13064000000.0,,,2013-01-24,,,,,,3363000000.0,,,,,20703000000.0,,,,,,6308000000.0,12803000000.0,,,,,,,,,,,,,,AAPL,
258,258,74224000.0,3378691000.0,1825162000.0,7000.0,1137285000.0,4944699000.0,7000.0,1.42,322615000.0,,,2013-11-12,,,,,174219000.0,,74538000.0,,,,2550369000.0,,,,,,,-13230000.0,,,,,,,,,,,,,,AAP,99.24
259,259,74224000.0,3276279000.0,1738101000.0,7000.0,1137285000.0,4852288000.0,7000.0,3.19,233112000.0,,,2013-08-19,,,,,174219000.0,,82429000.0,,,,779223000.0,,,,,,,-8840000.0,,,,,,,,,,,,,,AAP,80.35
260,260,74224000.0,3162874000.0,2029814000.0,7000.0,1137285000.0,4045112000.0,7000.0,1.66,133506000.0,,,2013-05-28,,,,,174219000.0,,82429000.0,,,,980673000.0,,,,,,,-4428000.0,,,,,,,,,,,,,,AAP,83.63
261,261,106537000.0,2293820000.0,76000.0,11000.0,2161132000.0,3009046000.0,1210694000.0,5.29,346053000.0,,,2013-02-25,,,,,163378000.0,,82429000.0,,,,724503000.0,,,,,,,-20394000.0,,,,,,,,,,,,,,AAP,78.36
295,295,43821165.0,,,397000.0,1149602000.0,1827587000.0,651787000.0,0.27,10538000.0,4752000.0,,2013-11-08,,,428194000.0,,52000000.0,120687000.0,172345000.0,248008000.0,7579000.0,7272000.0,123966000.0,,,43701669.0,,,,36645000.0,,,,,,,,,,,,,,AAT,
296,296,43821165.0,,,405000.0,1140235000.0,1827587000.0,655044000.0,0.16,3077000.0,2849000.0,,2013-08-02,,,428194000.0,,52000000.0,78127000.0,111580000.0,248008000.0,7338000.0,5972000.0,123966000.0,,,43701669.0,,,,16823000.0,,,,,,,,,,,,,,AAT,
297,297,43821165.0,,,397000.0,1141858000.0,1827587000.0,638361000.0,0.05,1856000.0,2871000.0,,2013-05-03,,,130310000.0,,52000000.0,38638000.0,55449000.0,248008000.0,6440000.0,6383000.0,123966000.0,,,43701669.0,,,,8329000.0,,,,,,,,,,,,,,AAT,
298,298,31625000.0,,,397000.0,1141858000.0,1827587000.0,638361000.0,0.9,28577000.0,41821000.0,,2013-02-22,,,130310000.0,,47800000.0,173858000.0,63120000.0,481973000.0,6440000.0,6383000.0,123966000.0,,,43701669.0,,,,33085000.0,,,,,,,,,,,,,,AAT,
325,325,27672924.0,632995000.0,20789000.0,277000.0,,3152685000.0,1284261000.0,2.94,471000.0,1909000.0,,2013-11-07,,,,,51509000.0,,1193260000.0,,,18435000.0,,,,,,,,,,,,,,,,,,,,,,AAWW,
326,326,27672924.0,632995000.0,20789000.0,277000.0,,3152685000.0,1284261000.0,1.66,471000.0,928000.0,,2013-08-01,,,,,32447000.0,,784009000.0,,,16955000.0,,,,,,,,,,,,,,,,,,,,,,AAWW,
327,327,27672924.0,632995000.0,20789000.0,277000.0,,3152685000.0,1284261000.0,0.49,471000.0,25000.0,,2013-05-02,,,,,16405000.0,,359304000.0,,,18619000.0,,,,,,,,,,,,,,,,,,,,,,AAWW,
328,328,27462116.0,393837000.0,27352000.0,275000.0,,2390998000.0,1137512000.0,5.5,471000.0,25000.0,,2013-02-13,,,,,42356000.0,,1337774000.0,,,12592000.0,,,,,,,,,,,,,,,,,,,,,,AAWW,
361,361,22320000.0,159105000.0,7001000.0,121019000.0,23962000.0,208665000.0,176194000.0,0.18,3996000.0,,,2013-11-12,,,,,5400000.0,16173000.0,,,,,2028000.0,,,21699000.0,,,,,,,,,,,,,,,,,,ABAX,
362,362,22283000.0,152514000.0,8123000.0,121020000.0,23131000.0,202542000.0,179411000.0,0.13,2864000.0,,,2013-08-09,,,,,5400000.0,18056000.0,,,,,2744000.0,,,21699000.0,,,,,,,,,,,,,,,,,,ABAX,
364,364,21699000.0,127397000.0,6381000.0,110063000.0,22051000.0,181836000.0,42000.0,0.22,4706000.0,,,2013-06-14,,,,,3900000.0,57320000.0,,,,,23381000.0,,,22120000.0,,,,,,,,,,,,,,,,,,ABAX,
365,365,21699000.0,127397000.0,6381000.0,110063000.0,22051000.0,181836000.0,159785000.0,0.38,8385000.0,,,2013-02-11,,,,,3900000.0,48704000.0,,,,,15995000.0,,,22120000.0,,,,,,,,,,,,,,,,,,ABAX,
395,395,1590861812.0,15354000000.0,933000000.0,,,27008000000.0,-582000000.0,2.37,4562000000.0,,3243000000.0,2013-11-12,9178000000.0,240000000.0,,,352000000.0,,107000000.0,,,,3941000000.0,1588000000.0,,1610000000.0,,,,,,,,,,,,,,,,,,ABBV,47.48
396,396,1588559371.0,15662000000.0,933000000.0,,,27910000000.0,3558000000.0,1.36,4562000000.0,,2207000000.0,2013-08-09,6263000000.0,240000000.0,,,259000000.0,,107000000.0,,,,3941000000.0,1585000000.0,,1610000000.0,,,,,,,,,,,,,,,,,,ABBV,44.71
397,397,1586295590.0,14923000000.0,933000000.0,,,27169000000.0,-350000000.0,0.61,4562000000.0,,1153000000.0,2013-05-08,3024000000.0,240000000.0,,,140000000.0,,107000000.0,,,,3941000000.0,1583000000.0,,1610000000.0,,,,,,,,,,,,,,,,,,ABBV,43.49
420,420,25154818.0,,,25155000.0,2740035000.0,3019052000.0,164949000.0,0.26,1251000.0,,,2013-11-08,,,,27662000.0,3585000.0,,,36481000.0,,,,5320000.0,,28000.0,,,,,,,,,,,,,,,,,,ABCB,
421,421,25154818.0,,,25155000.0,2740035000.0,3019052000.0,164949000.0,0.26,6678000.0,,,2013-08-09,,,,27662000.0,2331000.0,,,36481000.0,,,,5320000.0,,28000.0,,,,,,,,,,,,,,,,,,ABCB,
422,422,25154818.0,,,25155000.0,2740035000.0,3019052000.0,6607000.0,0.26,5365000.0,,,2013-05-10,,,,27662000.0,1143000.0,,,36481000.0,,,,5320000.0,,28000.0,,,,,,,,,,,,,,,,,,ABCB,
423,423,25154818.0,,,25155000.0,46426000.0,325443000.0,6630000.0,0.46,14435000.0,,,2013-03-01,,,,36000000.0,5032000.0,,,25489000.0,,,,5320000.0,,28000.0,,,,,,,,,,,,,,,,,,ABCB,
449,449,51208000.0,109230000.0,3007000.0,51000.0,276504000.0,230459000.0,-46045000.0,-0.9,-133783000.0,,32628000.0,2013-11-07,145164000.0,1300000.0,,,400000.0,81535000.0,122337000.0,,31600000.0,-424000.0,,,,,,,,,,18335000.0,,,,,,,,,,,,ABCD,
450,450,51208000.0,109230000.0,3007000.0,51000.0,276504000.0,230459000.0,-46045000.0,-0.86,-133783000.0,,32628000.0,2013-08-08,101540000.0,1300000.0,,,400000.0,81535000.0,122337000.0,,20900000.0,-424000.0,,,,,,,,,,18335000.0,,,,,,,,,,,,ABCD,
451,451,51208000.0,85990000.0,1352000.0,51000.0,276504000.0,205415000.0,-55085000.0,-0.19,-14936000.0,,1578000.0,2013-05-09,36082000.0,1300000.0,,,400000.0,81535000.0,122337000.0,,18200000.0,-424000.0,,,,29904144.0,,,,,,18335000.0,,,,,,,,,,,,ABCD,
452,452,51207331.0,109230000.0,3007000.0,51000.0,227107000.0,461367000.0,234260000.0,-1.83,-88807000.0,,1578000.0,2013-03-08,2094000.0,1300000.0,,,400000.0,81535000.0,122337000.0,,17800000.0,-424000.0,,,,29904144.0,,,,,,18335000.0,,,,,,,,,,,,ABCD,
473,473,35138465.0,467902000.0,,351000.0,615013000.0,896430000.0,281425000.0,0.25,9002000.0,2710000.0,,2013-11-12,,,,,,,370345000.0,,,,,3650000.0,,36321825.0,,,,,,,,,,,,,,,,,,ABCO,
474,474,35138465.0,467902000.0,,351000.0,615013000.0,896430000.0,281425000.0,0.1,3693000.0,2865000.0,,2013-08-09,,,,,,,370345000.0,,,,,3650000.0,,36321825.0,,,,,,,,,,,,,,,,,,ABCO,
475,475,35138465.0,449179000.0,,351000.0,596290000.0,877707000.0,1261000.0,0.13,4442000.0,-7359000.0,,2013-05-30,,,,,,,370345000.0,,,,,3650000.0,,35138465.0,,,,,,,,,,,,,,,,,,ABCO,
476,476,46994560.0,361009000.0,,235000.0,488541000.0,705588000.0,217047000.0,0.13,4442000.0,-2142000.0,,2013-02-11,,,,,,,370345000.0,,,,,3650000.0,,35138465.0,,,,,,,,,,,,,,,,,,ABCO,
507,507,262542659.0,14393651000.0,9492589000.0,2625000.0,115600000.0,15442256000.0,2319745000.0,0.67,163494000.0,,18350626000.0,2013-11-26,,,,,138690000.0,,19064443000.0,33009000.0,,,713817000.0,,,,,,,,,,119553000.0,,,,,,,,,,,ABC,70.61
508,508,262542659.0,11058464000.0,9492589000.0,2625000.0,115600000.0,15442256000.0,2454842000.0,2.17,555492000.0,,57095494000.0,2013-08-07,,,,,81965000.0,,-130538000.0,33009000.0,,,1920869000.0,,,,,,,,,,119553000.0,,,,,,,,,,,ABC,58.74
509,509,262542659.0,11058464000.0,9492589000.0,2625000.0,115600000.0,15442256000.0,2454842000.0,1.45,374221000.0,,38436553000.0,2013-05-09,,,,,52172000.0,,-74402000.0,33009000.0,,,1253003000.0,,,,,,,,,,119553000.0,,,,,,,,,,,ABC,54.81
510,510,262542659.0,10987151000.0,9630110000.0,2625000.0,115600000.0,15444126000.0,2456712000.0,0.63,162116000.0,,19728005000.0,2013-02-08,,,,,25800000.0,,-31453000.0,33299000.0,,,583917000.0,,,,,,,,,,119553000.0,,,,,,,,,,,ABC,46.89
547,547,39824708.0,986400000.0,62400000.0,400000.0,,1775500000.0,402800000.0,1.91,20700000.0,,,2013-10-24,,,300000000.0,,,,1390000000.0,,,,653900000.0,37597481.0,,,,,,,,60000000.0,,15800000.0,,,,,,,,,,ABG,
548,548,39824708.0,986400000.0,62400000.0,400000.0,,1755300000.0,402800000.0,1.93,38700000.0,,,2013-07-24,,,300000000.0,,,,2569900000.0,,,,428600000.0,37597481.0,,,,,,,,119500000.0,,15800000.0,,,,,,,,,,ABG,
549,549,39824708.0,986400000.0,62400000.0,400000.0,,1657600000.0,402800000.0,0.57,32500000.0,,,2013-04-24,,,300000000.0,,,,1070000000.0,,,,206700000.0,37597481.0,,,,,,,,60400000.0,,15800000.0,,,,,,,,,,ABG,
550,550,39824708.0,986400000.0,64800000.0,400000.0,,1661400000.0,402800000.0,0.74,19900000.0,,,2013-02-21,,,300000000.0,,,,1161200000.0,,,,174600000.0,39824708.0,,,,,,,,241900000.0,,14600000.0,,,,,,,,,,ABG,
582,582,2660315.0,3045000.0,65000.0,3000.0,305000.0,3212000.0,-71987000.0,,-3993000.0,,,2013-11-13,6940000.0,,,,,103136000.0,,,,,,,,15685562.0,,,,,,,,,,,,,,,,,,ABIO,
583,583,164636.0,3045000.0,65000.0,3000.0,305000.0,3212000.0,-70264000.0,,-2270000.0,,,2013-08-13,6940000.0,,,,,101411000.0,,,,,,,,10096162.0,,,,,,,,,,,,,,,,,,ABIO,
584,584,164636.0,3045000.0,65000.0,3000.0,305000.0,3212000.0,-69065000.0,,-1071000.0,,,2013-05-13,6940000.0,,,,,100213000.0,,,,,,,,3185562.0,,,,,,,,,,,,,,,,,,ABIO,
585,585,164636.0,3045000.0,65000.0,3000.0,305000.0,3212000.0,-69065000.0,,-1071000.0,,,2013-03-21,6940000.0,,,,,4319000.0,,,,,,,,3185562.0,,,,,,,,,,,,,,,,,,ABIO,
615,615,39788383.0,116605000.0,7696000.0,397000.0,32919000.0,169999000.0,137080000.0,0.03,1059000.0,,9027000.0,2013-11-08,42947000.0,,,,2300000.0,32143000.0,44345000.0,4046000.0,,,,,,39916328.0,,,,,,,,,,,,,,,,,,ABMD,
616,616,39788383.0,116605000.0,7696000.0,397000.0,32919000.0,169999000.0,137080000.0,-0.04,-1723000.0,,8723000.0,2013-08-07,43977000.0,,,,2300000.0,32143000.0,42670000.0,4046000.0,,,,,,39916328.0,,,,,,,,,,,,,,,,,,ABMD,
617,617,39788383.0,116605000.0,7696000.0,397000.0,32919000.0,169999000.0,414810000.0,0.07,2684000.0,,8130000.0,2013-05-28,124855000.0,,,,2300000.0,27202000.0,38250000.0,4046000.0,,,,,,1186999.0,,,,,,,,,,,,,,,,,,ABMD,
618,618,39323708.0,110539000.0,6910000.0,393000.0,27614000.0,153911000.0,126297000.0,0.07,2684000.0,,8130000.0,2013-02-06,35332000.0,,,,2300000.0,27202000.0,38250000.0,4046000.0,,,,,,1186999.0,,,,,,,,,,,,,,,,,,ABMD,
647,647,55477813.0,864632000.0,157806000.0,555000.0,1201729000.0,2119236000.0,-1651000.0,0.44,24168000.0,,,2013-12-18,4203699000.0,,,,29400000.0,,,1507000.0,,,135202000.0,,,55478000.0,,,,,,3854380000.0,,,,,,,,,,,,ABM,
648,648,54393907.0,749334000.0,130410000.0,544000.0,1000760000.0,1851158000.0,850398000.0,0.29,16076000.0,,,2013-09-05,1188070000.0,,,,29400000.0,,,1507000.0,,,135202000.0,,,55478000.0,,,,,,1095766000.0,,,,,,,,,,,,ABM,
649,649,54393907.0,749334000.0,130410000.0,544000.0,1000760000.0,1851158000.0,850398000.0,0.35,19274000.0,,,2013-06-05,1140000000.0,,,,29400000.0,,,1507000.0,,,135202000.0,,,55478000.0,,,,,,1048213000.0,,,,,,,,,,,,ABM,
650,650,54393907.0,749334000.0,130410000.0,544000.0,1000760000.0,1851158000.0,850398000.0,0.25,13382000.0,,,2013-03-07,1162817000.0,,,,29400000.0,,,1507000.0,,,135202000.0,,,55478000.0,,,,,,1067879000.0,,,,,,,,,,,,ABM,
685,685,33899992.0,,,339000.0,1470620158.0,1701881280.0,229329349.0,0.85,-127216.0,124199.0,,2013-11-08,12527876.0,,48500000.0,67654655.0,300000.0,64815487.0,34500000.0,,,77123133.0,,,,-2650767.0,,,,,,,,,,,,,,,,,,ABR,
686,686,33899992.0,,,339000.0,1470620158.0,1701881280.0,229329349.0,0.8,-127216.0,107484.0,,2013-08-02,12527876.0,,50200000.0,67654655.0,300000.0,46611816.0,34500000.0,,,77123133.0,,,,-2650767.0,,,,,,,,,,,,,,,,,,ABR,
687,687,33899992.0,,,339000.0,1470620158.0,1701881280.0,229329349.0,0.17,-127216.0,53651.0,,2013-05-03,12527876.0,,48500000.0,37315694.0,300000.0,22936481.0,34500000.0,,,77100000.0,,,,1551500.0,,,,,,,,,,,,,,,,,,ABR,
688,688,26778737.0,,,267787.0,1603653797.0,1776714330.0,171126405.0,-1.15,-127216.0,-27727861.0,,2013-02-15,12527876.0,,5500000.0,37315694.0,300000.0,41680058.0,34500000.0,,,77100000.0,,,,-2650767.0,,,,2700000.0,,,,,,,,,,,,,,ABR,
718,718,1682978987.0,19748949000.0,,11755000000.0,,67234944000.0,26720961000.0,3.09,4728000000.0,,7427105000.0,2013-11-07,14320456000.0,,,,1105441000.0,,2500000000.0,605000000.0,,,2837000000.0,137728810.0,,,,,,,,,,,,,,,,,,,,ABT,37.64
719,719,1675930484.0,31322583000.0,,11755000000.0,,67234944000.0,26720961000.0,1.87,4728000000.0,,4729220000.0,2013-08-06,4818549000.0,,,,675097000.0,,2500000000.0,605000000.0,,,2837000000.0,137728810.0,,,,,,,,,,,,,,,,,,,,ABT,36.1
720,720,1675930484.0,31322583000.0,,11755000000.0,,67234944000.0,26720961000.0,0.79,4728000000.0,,2359164000.0,2013-05-08,4774500000.0,,,,354211000.0,,2500000000.0,605000000.0,,,2837000000.0,137728810.0,,,,,,,,,,,,,,,,,,,,ABT,36.29
721,721,1675930484.0,22317529000.0,,11755000000.0,,60573852000.0,22676802000.0,0.93,4728000000.0,1440800000.0,14665192000.0,2013-02-15,29079140000.0,,,,1207450000.0,,2500000000.0,648988000.0,,,5922800000.0,99262992.0,,,,,,,,,,,,,,,,,,,,ABT,35.08
759,759,,,,,6411000.0,1425344000.0,,,29523000.0,,,2013-10-24,,,,,,,,,,,,,,92066984.0,,,,,,,,,,,,,,,,,,AB,
760,760,,,,,184000.0,1566493000.0,,,48038000.0,,,2013-07-31,,,,,,,,,,,,,,105173342.0,,,,,,,,,,,,,,,,,,AB,
761,761,,,,,6411000.0,1566493000.0,,,26699000.0,,,2013-05-01,,,,,,,,,,,,,,105565870.0,,,,,,,,,,,,,,,,,,AB,
762,762,,,,,2811000.0,1628984000.0,,,43680000.0,,,2013-02-12,,,,,,,,,,,,,,105173342.0,,,,,,,,,,,,,,,,,,AB,
792,792,73334216.0,108548000.0,1375000.0,7000.0,5948000.0,108590000.0,84984000.0,,-10695000.0,,526000.0,2013-11-06,80054000.0,,,,88000.0,11051000.0,15000.0,,,,14252000.0,,,91102618.0,,,,,,,,,,,,,,,,,,ACAD,
793,793,73334216.0,108548000.0,1375000.0,7000.0,5948000.0,108590000.0,84984000.0,,-9081000.0,,526000.0,2013-08-06,80054000.0,,,,88000.0,9608000.0,257000.0,,,,14252000.0,,,91102618.0,,,,,,,,,,,,,,,,,,ACAD,
794,794,73334216.0,108548000.0,1375000.0,7000.0,5948000.0,108590000.0,84984000.0,,-6218000.0,,526000.0,2013-05-07,80054000.0,,,,88000.0,6681000.0,112000.0,,,,14252000.0,,,91102618.0,,,,,,,,,,,,,,,,,,ACAD,
795,795,73334216.0,108548000.0,1375000.0,7000.0,5948000.0,108590000.0,452693000.0,-0.38,-6810000.0,,526000.0,2013-03-12,80054000.0,,,,109000.0,25793000.0,380000.0,,,3000000.0,14252000.0,,,73334216.0,,,,,,,,,,,,,,,,,,ACAD,
824,824,113403824.0,347700000.0,83900000.0,1100000.0,1308200000.0,2083500000.0,638200000.0,1.51,53600000.0,,-4500000.0,2013-10-31,,,,,24600000.0,90800000.0,,,,,78900000.0,,,56000000.0,,,,,,,3300000.0,,,,,,,,,,,ACCO,
825,825,113403824.0,486100000.0,83900000.0,448000000.0,1148900000.0,2347300000.0,611000000.0,1.03,42400000.0,,-4500000.0,2013-08-06,,,,,20600000.0,99200000.0,,,,,103500000.0,,,56000000.0,,,,,,,3300000.0,,,,,,,,,,,ACCO,
826,826,113403824.0,280600000.0,83900000.0,-740900000.0,1001900000.0,2071600000.0,633100000.0,-0.08,10300000.0,,-5500000.0,2013-05-08,,,,,9900000.0,105900000.0,,,,,103500000.0,,,56000000.0,,,,,,,3300000.0,,,,,,,,,,,ACCO,
827,827,113403824.0,622900000.0,152400000.0,1100000.0,1178600000.0,1116700000.0,-1393900000.0,-0.15,43700000.0,,919200000.0,2013-02-28,,,,,26500000.0,272900000.0,,,,,79800000.0,,,56000000.0,,,,,,,3300000.0,,,,,,,,,,,ACCO,
856,856,104781317.0,,,,2384374000.0,5320086000.0,2648381000.0,0.41,33522000.0,78879000.0,,2013-11-08,,,,,,3159000.0,17778000.0,3400000.0,17207000.0,,,97143.0,,104782817.0,,,,111512000.0,,,,,,,,,,,,,,ACC,
857,857,104781317.0,,,,2595447000.0,5291645000.0,2615046000.0,0.28,30052000.0,31047000.0,,2013-08-08,,,,,,5121000.0,397000.0,3200000.0,8323000.0,,,97143.0,,104781317.0,,,,9000.0,,,,,,,,,,,,,,ACC,
858,858,104776745.0,,,,2440391000.0,5160141000.0,2634237000.0,0.2,21869000.0,22381000.0,,2013-05-09,,,,,,2589000.0,165643000.0,3300000.0,6475000.0,,,97143.0,,104776745.0,,,,4000.0,,,,,,,,,,,,,,ACC,
859,859,104665212.0,,,,2384374000.0,5118962000.0,2648381000.0,0.26,16624000.0,60238000.0,,2013-03-01,,,,,,10098000.0,491290000.0,7600000.0,6600000.0,,,97143.0,,104665212.0,,,,117592000.0,,,,,,,,,,,,,,ACC,
889,889,27831000.0,218300000.0,39222000.0,278000.0,128790000.0,323430000.0,194640000.0,0.41,11335000.0,,95527000.0,2013-11-08,,,,,2006000.0,,31156000.0,,,,11141000.0,30787000.0,6403000.0,,,,,,,,,,,,,,,,,,,ACET,
890,890,27831000.0,218300000.0,39222000.0,278000.0,128790000.0,323430000.0,2902000.0,0.64,4513000.0,,362356000.0,2013-08-29,,,,,1317000.0,,37892000.0,1983000.0,,,20708000.0,30787000.0,3956000.0,27831000.0,,,,,,,,,,,,,,,,,,ACET,
891,891,26937000.0,191969000.0,42007000.0,269000.0,131277000.0,299280000.0,168003000.0,0.2,5379000.0,,99260000.0,2013-05-10,,,,,1317000.0,,37892000.0,1983000.0,,,7798000.0,30787000.0,3956000.0,27831000.0,,,,,,,,,,,,,,,,,,ACET,
892,892,26937000.0,191969000.0,42007000.0,269000.0,131277000.0,299280000.0,168003000.0,0.17,4513000.0,,93248000.0,2013-02-08,,,,,1317000.0,,37892000.0,1983000.0,,,8907000.0,30787000.0,3956000.0,27831000.0,,,,,,,,,,,,,,,,,,ACET,
915,915,2629061.0,,,26000.0,732359000.0,772619000.0,3228000.0,-2.55,-10287000.0,,,2013-11-08,,,,,613000.0,,,7176000.0,,,,,,15553709.0,,,,,,,,,,,,,,,,,,ACFC,
916,916,2629061.0,,,26000.0,732359000.0,772619000.0,2484000.0,-1.89,-10287000.0,,,2013-08-13,,,,,395000.0,,,7176000.0,,,,,,15553709.0,,,,,,,,,,,,,,,,,,ACFC,
918,918,2629061.0,,,26000.0,710231000.0,747578000.0,-331000.0,-0.81,-10287000.0,,,2013-05-15,,,,,163000.0,,,7176000.0,,,,,,15509061.0,,,,,,,,,,,,,,,,,,ACFC,
919,919,1710857.0,,,26000.0,732359000.0,43036000.0,-331000.0,-2.67,-10287000.0,,,2013-04-01,,,,,772000.0,,,7176000.0,,,,,,15509061.0,,,,,,,,,,,,,,,,,,ACFC,
